Category,Resume,cleaned_resume,stemmed_resume
Technical Writer,"Skills: Cybersecurity, Penetration Testing, Incident Response, JavaScript, Machine Learning. Experience: 5 years of experience in cloud infrastructure management. Internships: Completed an internship as a network engineer. Projects: Developed a chatbot using Python and machine learning. Certifications: Oracle Certified Professional.",skill cybersecurity penetration test incident response javascript machine learning experience   year experience cloud infrastructure management internship complete internship network engineer project develop chatbot python machine learn certification oracle certify professional,skill cybersecur penetr test incid respons javascript machin learn experi year experi cloud infrastructur manag internship complet internship network engin project develop chatbot python machin learn certif oracl certifi profession
BI Developer,"Skills: TensorFlow, Incident Response, Penetration Testing, Virtualization, Cloud Computing. Experience: 4 years of experience in IT security operations. Internships: 3-month internship at a mobile app development firm. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: PMP Certified Project Manager.",skill tensorflow incident response penetration testing virtualization cloud computing experience   year experience security operation internship month internship mobile app development firm project design deploy secure vpn corporate network certification pmp certify project manager,skill tensorflow incid respons penetr test virtual cloud comput experi year experi secur oper internship month internship mobil app develop firm project design deploy secur vpn corpor network certif pmp certifi project manag
IT Consultant,"Skills: Cybersecurity, Incident Response, Deep Learning, SQL, Database Management. Experience: Experience in developing and managing databases for large-scale applications. Internships: Interned as a data engineer at MNO Data Labs. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Cisco Certified Network Associate (CCNA).",skill cybersecurity incident response deep learn sql database management experience experience develop manage database largescale application internship intern data engineer mno data lab project design microservice architecture largescale web application certification cisco certify network associate ccna,skill cybersecur incid respons deep learn sql databas manag experi experi develop manag databas largescal applic internship intern data engin mno data lab project design microservic architectur largescal web applic certif cisco certifi network associ ccna
IT Trainer,"Skills: Deep Learning, JavaScript, Cloud Computing, Cybersecurity, Agile Methodologies. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Interned at a leading game development company. Projects: Developed a chatbot using Python and machine learning. Certifications: Certified Data Scientist.",skill deep learn javascript cloud computing cybersecurity agile methodology experience   year experience data scientist multinational company internship intern lead game development company project develop chatbot python machine learn certification certify datum scientist,skill deep learn javascript cloud comput cybersecur agil methodolog experi year experi data scientist multin compani internship intern lead game develop compani project develop chatbot python machin learn certif certifi datum scientist
Blockchain Developer,"Skills: API Development, DevOps, Keras, Docker, CI/CD. Experience: 5 years of experience in cloud infrastructure management. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Microsoft Certified: Azure Fundamentals.",skill api development devops keras docker cicd experience   year experience cloud infrastructure management internship intern abc tech solution focus system analysis project develop userfriendly dashboard power bi certification microsoft certify azure fundamental,skill api develop devop kera docker cicd experi year experi cloud infrastructur manag internship intern abc tech solut focu system analysi project develop userfriendli dashboard power bi certif microsoft certifi azur fundament
DevOps Engineer,"Skills: HTML/CSS, Cloud Computing, API Development, TensorFlow, System Monitoring. Experience: 4 years of experience in IT security operations. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Created a game using Unity and C#. Certifications: Microsoft Certified: Azure Fundamentals.",skill htmlcss cloud computing api development tensorflow system monitor experience   year experience security operation internship complete internship xyz software work cloud infrastructure project create game unity c certification microsoft certify azure fundamental,skill htmlcss cloud comput api develop tensorflow system monitor experi year experi secur oper internship complet internship xyz softwar work cloud infrastructur project creat game uniti c certif microsoft certifi azur fundament
Information Security Manager,"Skills: Virtualization, TensorFlow, API Development, Penetration Testing, AWS. Experience: 5 years of experience in cloud infrastructure management. Internships: Interned at a leading game development company. Projects: Created a game using Unity and C#. Certifications: Certified Kubernetes Administrator (CKA).",skill virtualization tensorflow api development penetration testing aw experience   year experience cloud infrastructure management internship intern lead game development company project create game unity c certification certify kubernetes administrator cka,skill virtual tensorflow api develop penetr test aw experi year experi cloud infrastructur manag internship intern lead game develop compani project creat game uniti c certif certifi kubernet administr cka
IoT Developer,"Skills: Scrum, Kubernetes, Node.js, TensorFlow, HTML/CSS. Experience: 4 years of experience in IT security operations. Internships: Interned as a data engineer at MNO Data Labs. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Oracle Certified Professional.",skill scrum kubernete nodejs tensorflow htmlcss experience   year experience security operation internship intern data engineer mno data lab project design deploy secure vpn corporate network certification oracle certify professional,skill scrum kubernet nodej tensorflow htmlcss experi year experi secur oper internship intern data engin mno data lab project design deploy secur vpn corpor network certif oracl certifi profession
Solutions Architect,"Skills: C++, Cybersecurity, Network Administration, Scrum, Python. Experience: Handled technical support for enterprise-level systems. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Developed a chatbot using Python and machine learning. Certifications: Certified Data Scientist.",skill c cybersecurity network administration scrum python experience handle technical support enterpriselevel system internship intern abc tech solution focus system analysis project develop chatbot python machine learn certification certify datum scientist,skill c cybersecur network administr scrum python experi handl technic support enterpriselevel system internship intern abc tech solut focu system analysi project develop chatbot python machin learn certif certifi datum scientist
Mobile App Developer,"Skills: Data Analysis, Angular, Penetration Testing, Java, Cloud Computing. Experience: Experience in developing and managing databases for large-scale applications. Internships: Interned at a leading game development company. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Certified Kubernetes Administrator (CKA).",skill datum analysis angular penetration test java cloud computing experience experience develop manage database largescale application internship intern lead game development company project design microservice architecture largescale web application certification certify kubernetes administrator cka,skill datum analysi angular penetr test java cloud comput experi experi develop manag databas largescal applic internship intern lead game develop compani project design microservic architectur largescal web applic certif certifi kubernet administr cka
Release Manager,"Skills: Docker, Virtualization, Scrum, Data Mining, Kubernetes. Experience: Worked as a software engineer intern for 6 months. Internships: Interned as a data engineer at MNO Data Labs. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Certified Ethical Hacker (CEH).",skill docker virtualization scrum datum mining kubernete experience work software engineer intern   month internship intern data engineer mno data lab project design deploy secure vpn corporate network certification certify ethical hacker ceh,skill docker virtual scrum datum mine kubernet experi work softwar engin intern month internship intern data engin mno data lab project design deploy secur vpn corpor network certif certifi ethic hacker ceh
UI/UX Designer,"Skills: TensorFlow, Oracle, System Monitoring, C++, React. Experience: Worked as a software engineer intern for 6 months. Internships: Internship in frontend development at a digital marketing agency. Projects: Built a blockchain application for supply chain management. Certifications: PMP Certified Project Manager.",skill tensorflow oracle system monitor c react experience work software engineer intern   month internship internship frontend development digital marketing agency project build blockchain application supply chain management certification pmp certify project manager,skill tensorflow oracl system monitor c react experi work softwar engin intern month internship internship frontend develop digit market agenc project build blockchain applic suppli chain manag certif pmp certifi project manag
IT Auditor,"Skills: Java, Kubernetes, Cybersecurity, C++, Angular. Experience: 4 years of experience in IT security operations. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed a user-friendly dashboard using Power BI. Certifications: PMP Certified Project Manager.",skill java kubernete cybersecurity c angular experience   year experience security operation internship complete internship xyz software work cloud infrastructure project develop userfriendly dashboard power bi certifications pmp certify project manager,skill java kubernet cybersecur c angular experi year experi secur oper internship complet internship xyz softwar work cloud infrastructur project develop userfriendli dashboard power bi certif pmp certifi project manag
Site Reliability Engineer,"Skills: Windows Server, Data Mining, Virtualization, Node.js, JavaScript. Experience: 2 years of experience as a data scientist in a multinational company. Internships: 3-month internship at a mobile app development firm. Projects: Created a game using Unity and C#. Certifications: Cisco Certified Network Associate (CCNA).",skill window server datum mining virtualization nodejs javascript experience   year experience data scientist multinational company internship month internship mobile app development firm project create game unity c certification cisco certify network associate ccna,skill window server datum mine virtual nodej javascript experi year experi data scientist multin compani internship month internship mobil app develop firm project creat game uniti c certif cisco certifi network associ ccna
Cloud Engineer,"Skills: Machine Learning, Cloud Computing, PostgreSQL, Penetration Testing, JavaScript. Experience: Experience in designing and implementing machine learning algorithms. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Developed an AI-based resume screening application. Certifications: Certified Ethical Hacker (CEH).",skill machine learn cloud compute postgresql penetration testing javascript experience experience design implement machine learn algorithm internship intern pqr system ai machine learning project develop aibased resume screen application certification certify ethical hacker ceh,skill machin learn cloud comput postgresql penetr test javascript experi experi design implement machin learn algorithm internship intern pqr system ai machin learn project develop aibas resum screen applic certif certifi ethic hacker ceh
Frontend Developer,"Skills: Cloud Computing, Scrum, Deep Learning, Angular, Network Administration. Experience: 3 years of experience in developing full-stack applications. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Created a mobile app for e-commerce platforms. Certifications: Microsoft Certified: Azure Fundamentals.",skill cloud computing scrum deep learn angular network administration experience   year experience develop fullstack application internship month internship def cybersecurity firm focus ethical hack project create mobile app ecommerce platform certification microsoft certify azure fundamental,skill cloud comput scrum deep learn angular network administr experi year experi develop fullstack applic internship month internship def cybersecur firm focu ethic hack project creat mobil app ecommerc platform certif microsoft certifi azur fundament
ERP Consultant,"Skills: Python, System Monitoring, Penetration Testing, ERP Implementation, Database Management. Experience: 4 years of experience in IT security operations. Internships: Internship in frontend development at a digital marketing agency. Projects: Developed a cloud-based backup system for enterprise data. Certifications: Certified Data Scientist.",skill python system monitor penetration test erp implementation database management experience   year experience security operation internship internship frontend development digital marketing agency project develop cloudbase backup system enterprise datum certification certify datum scientist,skill python system monitor penetr test erp implement databas manag experi year experi secur oper internship internship frontend develop digit market agenc project develop cloudbas backup system enterpris datum certif certifi datum scientist
Penetration Tester,"Skills: Cybersecurity, DevOps, Windows Server, HTML/CSS, JavaScript. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: 3-month internship at a mobile app development firm. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Google Cloud Professional Cloud Architect.",skill cybersecurity devop windows server htmlcss javascript experience lead project deploy cloud solution multiple team internship month internship mobile app development firm project develop userfriendly dashboard power bi certifications google cloud professional cloud architect,skill cybersecur devop window server htmlcss javascript experi lead project deploy cloud solut multipl team internship month internship mobil app develop firm project develop userfriendli dashboard power bi certif googl cloud profession cloud architect
Scrum Master,"Skills: API Development, Deep Learning, AWS, Data Mining, Cybersecurity. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: 3-month internship at a mobile app development firm. Projects: Designed a microservice architecture for a large-scale web application. Certifications: PMP Certified Project Manager.",skill api development deep learn aw datum mining cybersecurity experience lead project deploy cloud solution multiple team internship month internship mobile app development firm project design microservice architecture largescale web application certification pmp certify project manager,skill api develop deep learn aw datum mine cybersecur experi lead project deploy cloud solut multipl team internship month internship mobil app develop firm project design microservic architectur largescal web applic certif pmp certifi project manag
System Administrator,"Skills: Node.js, Network Administration, JavaScript, CI/CD, DevOps. Experience: Worked as a software engineer intern for 6 months. Internships: Worked as an intern in IT support for a fintech company. Projects: Developed a cloud-based backup system for enterprise data. Certifications: PMP Certified Project Manager.",skill nodejs network administration javascript cicd devops experience work software engineer intern   month internship work intern support fintech company project develop cloudbase backup system enterprise datum certification pmp certify project manager,skill nodej network administr javascript cicd devop experi work softwar engin intern month internship work intern support fintech compani project develop cloudbas backup system enterpris datum certif pmp certifi project manag
IoT Developer,"Skills: Linux, Database Management, Machine Learning, Scrum, Python. Experience: 3 months of experience as a junior backend developer. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Developed an AI-based resume screening application. Certifications: Certified Data Scientist.",skill linux database management machine learn scrum python experience   month experience junior backend developer internship intern pqr system ai machine learning project develop aibased resume screen application certification certify datum scientist,skill linux databas manag machin learn scrum python experi month experi junior backend develop internship intern pqr system ai machin learn project develop aibas resum screen applic certif certifi datum scientist
UI/UX Designer,"Skills: TensorFlow, Cybersecurity, API Development, C++, DevOps. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Certified Data Scientist.",skill tensorflow cybersecurity api development c devop experience   year experience data scientist multinational company internship intern pqr system ai machine learning project design deploy secure vpn corporate network certification certify datum scientist,skill tensorflow cybersecur api develop c devop experi year experi data scientist multin compani internship intern pqr system ai machin learn project design deploy secur vpn corpor network certif certifi datum scientist
Data Scientist,"Skills: Cloud Computing, Windows Server, C++, Keras, AWS. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Certified ScrumMaster (CSM).",skill cloud compute windows server c keras aws experience lead project deploy cloud solution multiple team internship complete internship xyz software work cloud infrastructure project design deploy secure vpn corporate network certification certify scrummaster csm,skill cloud comput window server c kera aw experi lead project deploy cloud solut multipl team internship complet internship xyz softwar work cloud infrastructur project design deploy secur vpn corpor network certif certifi scrummast csm
Frontend Developer,"Skills: Incident Response, Data Mining, Agile Methodologies, ERP Implementation, Cybersecurity. Experience: Experience in designing and implementing machine learning algorithms. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Created a game using Unity and C#. Certifications: Certified Kubernetes Administrator (CKA).",skill incident response datum mining agile methodology erp implementation cybersecurity experience experience design implement machine learn algorithm internship complete internship xyz software work cloud infrastructure project create game unity c certification certify kubernetes administrator cka,skill incid respons datum mine agil methodolog erp implement cybersecur experi experi design implement machin learn algorithm internship complet internship xyz softwar work cloud infrastructur project creat game uniti c certif certifi kubernet administr cka
BI Developer,"Skills: API Development, Cloud Computing, C++, Agile Methodologies, Machine Learning. Experience: Experience in designing and implementing machine learning algorithms. Internships: Interned as a data engineer at MNO Data Labs. Projects: Developed a chatbot using Python and machine learning. Certifications: Microsoft Certified: Azure Fundamentals.",skill api development cloud computing c agile methodology machine learn experience experience design implement machine learn algorithm internship intern data engineer mno data lab project develop chatbot python machine learn certification microsoft certify azure fundamental,skill api develop cloud comput c agil methodolog machin learn experi experi design implement machin learn algorithm internship intern data engin mno data lab project develop chatbot python machin learn certif microsoft certifi azur fundament
ERP Consultant,"Skills: System Monitoring, Java, DevOps, C++, JavaScript. Experience: Experience in developing and managing databases for large-scale applications. Internships: 3-month internship at a mobile app development firm. Projects: Developed a chatbot using Python and machine learning. Certifications: Google Cloud Professional Cloud Architect.",skill system monitor java devop c javascript experience experience develop manage database largescale application internship month internship mobile app development firm project develop chatbot python machine learn certifications google cloud professional cloud architect,skill system monitor java devop c javascript experi experi develop manag databas largescal applic internship month internship mobil app develop firm project develop chatbot python machin learn certif googl cloud profession cloud architect
AI/ML Engineer,"Skills: Data Analysis, Penetration Testing, Machine Learning, SQL, Network Administration. Experience: 3 months of experience as a junior backend developer. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed a cloud-based backup system for enterprise data. Certifications: PMP Certified Project Manager.",skill data analysis penetration test machine learn sql network administration experience   month experience junior backend developer internship complete internship xyz software work cloud infrastructure project develop cloudbase backup system enterprise datum certification pmp certify project manager,skill data analysi penetr test machin learn sql network administr experi month experi junior backend develop internship complet internship xyz softwar work cloud infrastructur project develop cloudbas backup system enterpris datum certif pmp certifi project manag
System Analyst,"Skills: Agile Methodologies, DevOps, Deep Learning, System Monitoring, Kubernetes. Experience: Worked as a software engineer intern for 6 months. Internships: Internship in frontend development at a digital marketing agency. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Oracle Certified Professional.",skill agile methodology devop deep learn system monitor kubernete experience work software engineer intern   month internship internship frontend development digital marketing agency project design microservice architecture largescale web application certification oracle certify professional,skill agil methodolog devop deep learn system monitor kubernet experi work softwar engin intern month internship internship frontend develop digit market agenc project design microservic architectur largescal web applic certif oracl certifi profession
DevOps Engineer,"Skills: Data Mining, AWS, PostgreSQL, Keras, DevOps. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: Completed an internship as a network engineer. Projects: Created a mobile app for e-commerce platforms. Certifications: AWS Certified Solutions Architect.",skill datum mining aw postgresql keras devops experience lead project deploy cloud solution multiple team internship complete internship network engineer project create mobile app ecommerce platform certification aw certify solution architect,skill datum mine aw postgresql kera devop experi lead project deploy cloud solut multipl team internship complet internship network engin project creat mobil app ecommerc platform certif aw certifi solut architect
IT Auditor,"Skills: C++, AWS, TensorFlow, Cloud Computing, Incident Response. Experience: Handled technical support for enterprise-level systems. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed a chatbot using Python and machine learning. Certifications: Cisco Certified Network Associate (CCNA).",skill c aws tensorflow cloud computing incident response experience handle technical support enterpriselevel system internship complete internship xyz software work cloud infrastructure project develop chatbot python machine learn certification cisco certify network associate ccna,skill c aw tensorflow cloud comput incid respons experi handl technic support enterpriselevel system internship complet internship xyz softwar work cloud infrastructur project develop chatbot python machin learn certif cisco certifi network associ ccna
Cybersecurity Analyst,"Skills: System Monitoring, Java, Machine Learning, Node.js, CI/CD. Experience: 4 years of experience in IT security operations. Internships: Interned as a data engineer at MNO Data Labs. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: Google Cloud Professional Cloud Architect.",skill system monitor java machine learn nodejs cicd experience   year experience security operation internship intern data engineer mno data lab project implement cicd pipeline jenkins certifications google cloud professional cloud architect,skill system monitor java machin learn nodej cicd experi year experi secur oper internship intern data engin mno data lab project implement cicd pipelin jenkin certif googl cloud profession cloud architect
System Analyst,"Skills: SQL, Microservices, React, Kubernetes, Azure. Experience: Handled technical support for enterprise-level systems. Internships: Worked as an intern in IT support for a fintech company. Projects: Created a game using Unity and C#. Certifications: Certified ScrumMaster (CSM).",skill sql microservice react kubernete azure experience handle technical support enterpriselevel system internship work intern support fintech company project create game unity c certification certify scrummaster csm,skill sql microservic react kubernet azur experi handl technic support enterpriselevel system internship work intern support fintech compani project creat game uniti c certif certifi scrummast csm
BI Developer,"Skills: Kubernetes, Network Administration, Data Mining, Oracle, Keras. Experience: Worked as a software engineer intern for 6 months. Internships: Interned at a leading game development company. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Certified Data Scientist.",skill kubernetes network administration datum mining oracle keras experience work software engineer intern   month internship intern lead game development company project develop userfriendly dashboard power bi certification certify datum scientist,skill kubernet network administr datum mine oracl kera experi work softwar engin intern month internship intern lead game develop compani project develop userfriendli dashboard power bi certif certifi datum scientist
Penetration Tester,"Skills: Kubernetes, Windows Server, Incident Response, CI/CD, React. Experience: Experience in developing and managing databases for large-scale applications. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Cisco Certified Network Associate (CCNA).",skill kubernete windows server incident response cicd react experience experience develop manage database largescale application internship complete internship xyz software work cloud infrastructure project develop userfriendly dashboard power bi certifications cisco certify network associate ccna,skill kubernet window server incid respons cicd react experi experi develop manag databas largescal applic internship complet internship xyz softwar work cloud infrastructur project develop userfriendli dashboard power bi certif cisco certifi network associ ccna
Data Scientist,"Skills: TensorFlow, Cybersecurity, Deep Learning, HTML/CSS, Kubernetes. Experience: 3 years of experience in developing full-stack applications. Internships: Internship in frontend development at a digital marketing agency. Projects: Developed a user-friendly dashboard using Power BI. Certifications: Cisco Certified Network Associate (CCNA).",skill tensorflow cybersecurity deep learn htmlcss kubernete experience   year experience develop fullstack application internship internship frontend development digital marketing agency project develop userfriendly dashboard power bi certifications cisco certify network associate ccna,skill tensorflow cybersecur deep learn htmlcss kubernet experi year experi develop fullstack applic internship internship frontend develop digit market agenc project develop userfriendli dashboard power bi certif cisco certifi network associ ccna
Infrastructure Engineer,"Skills: JavaScript, Java, CI/CD, Keras, Deep Learning. Experience: Led a project to deploy cloud solutions across multiple teams. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Certified Data Scientist.",skill javascript java cicd keras deep learn experience lead project deploy cloud solution multiple team internship intern abc tech solution focus system analysis project design microservice architecture largescale web application certification certify datum scientist,skill javascript java cicd kera deep learn experi lead project deploy cloud solut multipl team internship intern abc tech solut focu system analysi project design microservic architectur largescal web applic certif certifi datum scientist
System Administrator,"Skills: Data Analysis, Deep Learning, Machine Learning, Docker, Scrum. Experience: 5 years of experience in cloud infrastructure management. Internships: Completed an internship as a network engineer. Projects: Built a blockchain application for supply chain management. Certifications: Certified Kubernetes Administrator (CKA).",skill datum analysis deep learn machine learn docker scrum experience   year experience cloud infrastructure management internship complete internship network engineer project build blockchain application supply chain management certification certify kubernetes administrator cka,skill datum analysi deep learn machin learn docker scrum experi year experi cloud infrastructur manag internship complet internship network engin project build blockchain applic suppli chain manag certif certifi kubernet administr cka
Cloud Engineer,"Skills: Cloud Computing, Deep Learning, DevOps, C++, Windows Server. Experience: Handled technical support for enterprise-level systems. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: Microsoft Certified: Azure Fundamentals.",skill cloud compute deep learning devop c windows server experience handle technical support enterpriselevel system internship intern pqr system ai machine learning project implement cicd pipeline jenkins certification microsoft certify azure fundamental,skill cloud comput deep learn devop c window server experi handl technic support enterpriselevel system internship intern pqr system ai machin learn project implement cicd pipelin jenkin certif microsoft certifi azur fundament
Business Analyst,"Skills: Virtualization, Deep Learning, DevOps, C++, Machine Learning. Experience: 2 years of experience as a data scientist in a multinational company. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Created a mobile app for e-commerce platforms. Certifications: Microsoft Certified: Azure Fundamentals.",skill virtualization deep learn devop c machine learning experience   year experience data scientist multinational company internship month internship def cybersecurity firm focus ethical hack project create mobile app ecommerce platform certification microsoft certify azure fundamental,skill virtual deep learn devop c machin learn experi year experi data scientist multin compani internship month internship def cybersecur firm focu ethic hack project creat mobil app ecommerc platform certif microsoft certifi azur fundament
Backend Developer,"Skills: Python, SQL, Oracle, ERP Implementation, Penetration Testing. Experience: 3 months of experience as a junior backend developer. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Designed and deployed a secure VPN for a corporate network. Certifications: Microsoft Certified: Azure Fundamentals.",skill python sql oracle erp implementation penetration testing experience   month experience junior backend developer internship intern pqr system ai machine learning project design deploy secure vpn corporate network certification microsoft certify azure fundamental,skill python sql oracl erp implement penetr test experi month experi junior backend develop internship intern pqr system ai machin learn project design deploy secur vpn corpor network certif microsoft certifi azur fundament
IT Auditor,"Skills: Keras, Docker, Cloud Computing, Virtualization, Machine Learning. Experience: Handled technical support for enterprise-level systems. Internships: Intern at PQR Systems in AI and Machine Learning. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: AWS Certified Solutions Architect.",skill keras docker cloud compute virtualization machine learning experience handle technical support enterpriselevel system internship intern pqr system ai machine learning project implement cicd pipeline jenkin certification aw certify solution architect,skill kera docker cloud comput virtual machin learn experi handl technic support enterpriselevel system internship intern pqr system ai machin learn project implement cicd pipelin jenkin certif aw certifi solut architect
Technical Support Engineer,"Skills: ERP Implementation, Python, Windows Server, PostgreSQL, Docker. Experience: 2 years of experience as a data scientist in a multinational company. Internships: Completed an internship as a network engineer. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Google Cloud Professional Cloud Architect.",skill erp implementation python windows server postgresql docker experience   year experience data scientist multinational company internship complete internship network engineer project design microservice architecture largescale web application certifications google cloud professional cloud architect,skill erp implement python window server postgresql docker experi year experi data scientist multin compani internship complet internship network engin project design microservic architectur largescal web applic certif googl cloud profession cloud architect
DevSecOps Engineer,"Skills: Virtualization, Docker, Cybersecurity, System Monitoring, Python. Experience: Experience in designing and implementing machine learning algorithms. Internships: Worked as an intern in IT support for a fintech company. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Cisco Certified Network Associate (CCNA).",skill virtualization docker cybersecurity system monitor python experience experience design implement machine learn algorithm internship work intern support fintech company project design microservice architecture largescale web application certification cisco certify network associate ccna,skill virtual docker cybersecur system monitor python experi experi design implement machin learn algorithm internship work intern support fintech compani project design microservic architectur largescal web applic certif cisco certifi network associ ccna
Release Manager,"Skills: SQL, JavaScript, Virtualization, DevOps, Data Mining. Experience: 3 years of experience in developing full-stack applications. Internships: Intern at ABC Tech Solutions, focused on system analysis. Projects: Built a blockchain application for supply chain management. Certifications: Certified Data Scientist.",skill sql javascript virtualization devop datum mining experience   year experience develop fullstack application internship intern abc tech solution focus system analysis project build blockchain application supply chain management certification certify datum scientist,skill sql javascript virtual devop datum mine experi year experi develop fullstack applic internship intern abc tech solut focu system analysi project build blockchain applic suppli chain manag certif certifi datum scientist
Cybersecurity Analyst,"Skills: DevOps, Incident Response, Node.js, Database Management, Scrum. Experience: Handled technical support for enterprise-level systems. Internships: 3-month internship at a mobile app development firm. Projects: Developed a chatbot using Python and machine learning. Certifications: Oracle Certified Professional.",skill devop incident response nodejs database management scrum experience handle technical support enterpriselevel system internship month internship mobile app development firm project develop chatbot python machine learn certification oracle certify professional,skill devop incid respons nodej databas manag scrum experi handl technic support enterpriselevel system internship month internship mobil app develop firm project develop chatbot python machin learn certif oracl certifi profession
IT Auditor,"Skills: PostgreSQL, React, Windows Server, Machine Learning, Linux. Experience: 3 months of experience as a junior backend developer. Internships: Interned as a data engineer at MNO Data Labs. Projects: Created a mobile app for e-commerce platforms. Certifications: Microsoft Certified: Azure Fundamentals.",skill postgresql react windows server machine learn linux experience   month experience junior backend developer internship intern data engineer mno data lab project create mobile app ecommerce platform certification microsoft certify azure fundamental,skill postgresql react window server machin learn linux experi month experi junior backend develop internship intern data engin mno data lab project creat mobil app ecommerc platform certif microsoft certifi azur fundament
DevSecOps Engineer,"Skills: Kubernetes, Docker, Azure, Windows Server, Linux. Experience: Worked as a software engineer intern for 6 months. Internships: Internship in frontend development at a digital marketing agency. Projects: Designed a microservice architecture for a large-scale web application. Certifications: Certified ScrumMaster (CSM).",skill kubernete docker azure window server linux experience work software engineer intern   month internship internship frontend development digital marketing agency project design microservice architecture largescale web application certification certify scrummaster csm,skill kubernet docker azur window server linux experi work softwar engin intern month internship internship frontend develop digit market agenc project design microservic architectur largescal web applic certif certifi scrummast csm
System Analyst,"Skills: Kubernetes, Keras, DevOps, Penetration Testing, Microservices. Experience: 2 years of experience as a data scientist in a multinational company. Internships: 3-month internship at a mobile app development firm. Projects: Implemented a CI/CD pipeline using Jenkins. Certifications: Certified Ethical Hacker (CEH).",skill kubernete keras devops penetration testing microservice experience   year experience data scientist multinational company internship month internship mobile app development firm project implement cicd pipeline jenkin certification certify ethical hacker ceh,skill kubernet kera devop penetr test microservic experi year experi data scientist multin compani internship month internship mobil app develop firm project implement cicd pipelin jenkin certif certifi ethic hacker ceh
Mobile App Developer,"Skills: Cybersecurity, AWS, Node.js, Scrum, Keras. Experience: Experience in designing and implementing machine learning algorithms. Internships: 6-month internship at DEF Cybersecurity firm, focusing on ethical hacking. Projects: Designed a microservice architecture for a large-scale web application. Certifications: AWS Certified Solutions Architect.",skill cybersecurity aw nodejs scrum keras experience experience design implement machine learn algorithm internship month internship def cybersecurity firm focus ethical hack project design microservice architecture largescale web application certification aw certify solution architect,skill cybersecur aw nodej scrum kera experi experi design implement machin learn algorithm internship month internship def cybersecur firm focu ethic hack project design microservic architectur largescal web applic certif aw certifi solut architect
IT Trainer,"Skills: AWS, DevOps, TensorFlow, Kubernetes, Data Mining. Experience: Experience in designing and implementing machine learning algorithms. Internships: Worked as an intern in IT support for a fintech company. Projects: Developed a cloud-based backup system for enterprise data. Certifications: Certified ScrumMaster (CSM).",skill aws devop tensorflow kubernete datum mining experience experience design implement machine learn algorithm internship work intern support fintech company project develop cloudbase backup system enterprise datum certification certify scrummaster csm,skill aw devop tensorflow kubernet datum mine experi experi design implement machin learn algorithm internship work intern support fintech compani project develop cloudbas backup system enterpris datum certif certifi scrummast csm
UI/UX Designer,"Skills: Cybersecurity, Linux, Data Mining, Microservices, Node.js. Experience: 3 years of experience in developing full-stack applications. Internships: Completed internship at XYZ Software, worked on cloud infrastructure. Projects: Developed a cloud-based backup system for enterprise data. Certifications: Certified ScrumMaster (CSM).",skill cybersecurity linux data mining microservice nodejs experience   year experience develop fullstack application internship complete internship xyz software work cloud infrastructure project develop cloudbase backup system enterprise datum certification certify scrummaster csm,skill cybersecur linux data mine microservic nodej experi year experi develop fullstack applic internship complet internship xyz softwar work cloud infrastructur project develop cloudbas backup system enterpris datum certif certifi scrummast csm
